,User-id,Tweet
7478,ElainaCScott,This is INSANE!! I had no idea Amazon was doing this! https://t.co/9vDXIU3lob
7479,say_the_names,Ramarley Graham #BlackLivesMatter
7480,justaplacetosee,#blm #BlackLivesMatter https://t.co/01WFnXPzlm
7481,ladylogic38,"#HaveYouSeenMe? 
#BlackLivesMatter https://t.co/JyxfmoFIoB"
7482,ElainaCScott,@roderickwrites Yissssssss🌈🌈🌈🌈🌈🌈
7483,Dklutz1,"Where’s #RosaParks when we truly need her!
This level of myopia, is emblematic of 23rd century #uganda 🤬😡 #blacklivesmatter🙆🏿‍♀️ https://t.co/W6snP6861z"
7484,ElainaCScott,@Seth_Brower Yeah totally!!
7485,ElainaCScott,"@TheZeusJuice Fuck, man. That is so hard. I’m so sorry."
7486,drvstjr,"Don’t worry about those who doubted you, instead you build,back,bigger and better. #quote #fridaymorning #Twitter #GoodMorningGhana #goodmorning #Trending #TrendingNow #BLM #BreakingNews #BlackLivesMatter #BlackTwitter #socialmediamarketing #International #GoodEveningGhana"
7487,makeupgirl706,@LABadMomzClub @HenrySternCA @KarenBassLA @knxnews @RickCarusoLA Caruso is a gladhanding grifter who cannot wait to get his hands on our tax coffers so he can hand chits to his 1% buddies. Don’t fall for it.
7488,ladylogic38,"#HaveYouSeenMe? 
#BlackLivesMatter https://t.co/GYQKjF6vno"
7489,LaurenBrns,"@RealNikM @ijbailey Picking your slogan matters...

Ideally, you shouldn't give bad faith folk the room to define your slogan in a way that undermines your goals.

Of course, ""#BlackLivesMatter absolutely as much as any other lives"" is too long as a slogan. Something more pithy is needed."
7490,ladylogic38,"#HaveYouSeenMe? 
#BlackLivesMatter https://t.co/XfF7CQBXMA"
7491,BrynneBarnes,"View public installations of @fazlalizadeh on the campus of my alma mater, the University of Michigan. @fazlalizadeh also illustrated Black Girl Rising. Her artwork is hauntingly beautiful and socially impactful. ❤️ @ChronicleKids @EastWestLit #BlackLivesMatter #ourstoriesmatter https://t.co/fxvFqY5KmW"
7492,AndrewNic816,@suzthemoment I wonder which T-shirt is most beneficial for him to wear today…is it this one or his “black lives matter” one? Oh look it’s Friday…#BlackLivesMatter
7493,imSteveMcQueen,"#BlackLivesMatter #WhiteLivesMatter #AllLivesMatter 
Enough of the fighting. https://t.co/A4qhwj1FHj"
7494,Wuschwusul67,To say that #FemaleLivesMatter is just as important as it is to say that #BlackLivesMatter #Iran #BLM #Hijab #IranianWomen #IranProtests
7495,Lovely14M,@ManCity True #NoRoomForRacism  in football and other sports events &amp; games &amp; even #BlackLivesMatter
7496,chat_noir33,シャロン・オズボーン、「詐欺」#BlackLivesMatter に90万ドルを寄付した後、返金を要求 https://t.co/hsjNC0S6xO https://t.co/U5b8AoxfqK
7497,tbasharks,"Fri Mar 12 2021 Portland, Oregon - Officers take stereo and pepper spray press WATCH: https://t.co/qxukgWxTqT #PortlandOregon #PPD #blacklivesmatter #blm #defundthepolice #abolishthepolice"
7498,Die__Trying_,"@marclamonthill Look! Another religious &amp; controlling man telling a woman what to do!  Sigh. The #patriarchy is real! 
Kanye West needs a doctor for his controlling &amp; abusive behaviors...and read.  
#CULT #religion #FoxNews #KanyeWest #BlackLivesMatter https://t.co/2PM7TKvcTz"
7499,JuliBunting,@DocAtCDI https://t.co/WXL6qDgxDk
7500,Die__Trying_,"@4KTrace Oh look! Another religious &amp; controlling man telling a woman what to do!  Sigh. The #patriarchy is real! 
Kanye West needs a doctor for his controlling &amp; abusive behaviors.
#CULT #religion #FoxNews #KanyeWest #BlackLivesMatter https://t.co/xc8s2ElMAA"
7501,_Wombat32_,Wait. Hold up. #BlackLivesMatter is a scam??!!??  Who could have predicted such a turn of events? https://t.co/UehgGBNgVE
7502,JuliBunting,Yeah I'm sorry but crabbing to me about how legalizing recreational pot will be the downfall of humanity pretty much guarantees you an instant block. Especially if you persist. Just sayin' that I'm not buying what you're selling.
7503,bmartinbb,"@nypost FYI

@RepPressley @SenWarren @wutrain 

#Scam  #BlackLivesMatter"
7504,Maddy56406762,@lavern_spicer @IsaacHayes3 @kanyewest When BlackLivesMatter shirts wearing all the states no one ask but one white lives mattershirts people asking questions I have a question for you democrats dividing people bycolor don’t be trap in that you will never develop or grow black &amp;white all Americans
7505,TheLightJoker11,"I'm very proud of my work, because I know it helped people, and I didn't step on anybody to do it. There's not a financial value that can be attached.

Despite #BlackLivesMatter having millions, they have so much shame they can't even tell you what they did.

Who's jealous??"
7506,Notasno59242645,#BlackLivesmatter is a fraud https://t.co/HlqavugCa3
7507,TheLightJoker11,"What we have with @Deray and @ShaunKing and #BlackLivesMatter, is people who were positioned and paid, to sabotage the Revolution. Sabotage the grassroots. Sabotage The Movement.

""Counter-Intelligence Agents""

People who started nothing, lied about it, and derailed everything"
7508,MisterSaturn123,"@IshaBoiAlex It's such a small taste that it's hard to judge it. I can kinda hear the accent a little but its such a small amount of dialogue to go off of.
I'm not super enthused by the voice so far but I'm looking forward to hearing more and seeing how I feel!
I wanna love this movie"
7509,Die__Trying_,"@FoxNews @kanyewest @TuckerCarlson Oh look! Another religious &amp; controlling man telling a woman what to do!  Sigh. The #patriarchy is real! 
Kanye West needs a doctor for his controlling &amp; abusive behaviors. Telling: Trump &amp; West can't read books. 
#CULT #religion #FoxNews #KanyeWest #BlackLivesMatter #Narcissist https://t.co/AFIJIRqJsd"
7510,JuliBunting,@LareiTorine https://t.co/Km3zFwWT96
7511,JuliBunting,@SarahSevans2000 Nice!!
7512,TheLightJoker11,"So what we have hear with @Deray, Jack Dorsey, #BlackLivesMatter Jay-Z and others, is people who don't want the people to have a democracy, and who want us all to be democrats

They'll even lie about an entire Movement, the largest in the country, to do so. With lives on the line"
7513,RThoughtfulness,"@catturd2 #BlackLivesMatter is a manipulative Ponzi scheme that preyed upon the routine emotional vulnerability &amp; financial resources of gullible &amp; narcissistic Leftists at the expense of the ""martyrs"" &amp; their families.

They're a den of poisonous vipers."
7514,GeovanaFF2,"ou você apoia #BlackLivesMatter  ou vota no bolsonaro, os dois não dá meu filho 🥱"
7515,traik01,"The U.N. rights council voted down a motion to hold a debate about alleged human rights abuses by China against Uyghurs/ other Muslims 

Meaning U.N. just sactioned Slavery &amp; Genocide.  

#BlackLivesMatter, @NAACP, Jews.. sh be livid right? 

https://t.co/uqYnY2kxtJ https://t.co/whN5JUF1pZ"
7516,BeingShitlibs,"13% of the population, 7-8% if you include only the males…60% of the murderers. #BlackLivesMatter ? https://t.co/DTKbgmOQoe"
7517,JoseLuisCarb,"Samuel Jackson needs to have a strong talk with this guy or something, Where is his head at? 

He is so irrelevant at this point. Oh gosh…🤦🏽‍♂️ #BlackLivesStillMatter #BlackLivesMatter #blackTRANSlivesmatter https://t.co/HvkB2sH6st"
7518,JuliBunting,@bblock29 Yes. We should sever ties with them.
7519,JuliBunting,"@SpicyCubanGirl Thank you, Marisol. Pretty sure it is just a really bad chest cold but I'm taking another COVID test later."
7520,Die__Trying_,"Oh look! Another religious &amp; controlling man telling a woman what to do!  Sigh. The #patriarchy is real! 
Kanye West needs a doctor for his controlling &amp; abusive behaviors...and read.  
#CULT #religion #FoxNews #KanyeWest #BlackLivesMatter  #Woman_Life_Freedom  #kardashian https://t.co/WplKkTQqOy"
7521,Bruno_Corazon,"#Vogue 
#BlackLivesMatter 

https://t.co/e6T2zOQTae"
7522,Holesinteeth,The longest two weeks of my life start... now. https://t.co/Fe5mijbhIx
7523,TheLightJoker11,"Now, why would I be jealous of @Deray when he can't even come outside announced??

And why would I be jealous of someone, as a Police corruption victim, who got rich selling out Police corruption victims??

#BlackLivesMatter's logic.

Learn who they are"
7524,SanaKhanGeek,"Kanye West Calls Obesity Promoters 'Demonic,' Says It Is 'Genocide Of The Black Race'

https://t.co/jJ90G84KWR

#KanyeWest #WhiteLivesMatter #BlackLivesMatter"
7525,TheLightJoker11,"As we were trying to execute plans and strategies to keep people safe, including protesters, all @Deray and #BlackLivesMatter wanted to do was sabotage our efforts, steal money, and be in the spotlight.

To do exactly what they did. To empower who they did. And they were paid"
7526,haderahadusha,"#TigrayUnderAttack
#BlackLivesMatter    
#AbiyAhmedAli_Is_war_criminal #EritreanTroopsOutOfTigray @WFP @unicefchief @SFRCdems @SenateForeign @HouseForeign  @HouseDemocrats @UKParliament @IntlCrimCourt @eu_eeas @WFPChief @EU_Commission @UN @hrw @MikeHammerUSA @PowerUSAID @BradS https://t.co/zCDGfzsQrv"
7527,JuliBunting,"@nottherealdavey Weird, huh? Tony was sick a couple of weeks ago, but it was a bacterial ear infection so not catching.
This thingy must be circulating."
7528,BotDefund,It's time to #DefundTheEnfieldPolice #BlackLivesMatter
7529,MrNice1000,"#BlackLivesMatter As I've said many times before, black or white, Respect and don't run from cops. https://t.co/FDxdq0FgSq"
7530,JuliBunting,@Gregair13 That and Mariners baseball.🤣🤣🤣
7531,TheLightJoker11,"By supporting @Deray McKesson, and @ShaunKing, and #BlackLivesMatter, the Democrats were not only supporting criminals, they were using them, for fraud.

I guess @Deray thinks dressing preppy makes him ""special.""

If he was special he would've started a Movement"
7532,Rivet_Soro,"Sharon Osbourne Agrees With Kanye West That Black Lives Matter Is A Scam, Wants Her Money Back! #kanye #sharonosbourne #blm #kanyewest #ye #yeezy #yeezyszn9 #blacklivesmatter #kanyecandaceowens #candaceowens #riristea #entertainmentnews #celebritynews #celebnews https://t.co/9zLbkplYgZ"
7533,iwritecoolstuff,"#ActuallyAutistic
#Neurodivergent
#adhdtwitter
#BlackLivesMatter    
#Psychology
#MentalHealthMatters 
 
on neurodiversity (pt. 17)
https://t.co/eD2EpqvhpO https://t.co/lgx80FYwR3"
7534,neojimcrowart,"Black Prisoner recalls his horrors while confined in California's Pelican Bay State Prison Security Housing Unit, known as solitary confinement, in ""Insanity is Calling.""

#jimcrow #solitaryconfinement #mentalhealth #pbsp #cdcr #BlackLivesMatter #prison 
https://t.co/LTyI6L4lDt"
7535,Zoot21suit,"Haiti whats wrong, can't you see the Black Lives Matter moment is going on over there.  #BlackLivesMatter #BlackTwitter #crime #nojusticenopeace https://t.co/7FruV2f8OX"
7536,AyoSekai,Memory is the enemy of the oppressor #wewilltellourownstory #BlackLivesMatter #diaspora https://t.co/qkBPb3c3M8
7537,TheLightJoker11,"The entire focus of #TheMovement should be on @Deray, now that the entire narrative of #BlackLivesMatter was exposed as a lie.

@Deray was criminal #1 in trying to steal and sell out #TheMovement 

aka Everyone's hard work BUT his own"
7538,JuliBunting,"@BarbBanfieldRN Thanks. So if I have a common cold, it had to work much harder to find me. Work at home, limited contact, no small children."
7539,say_the_names,George Floyd #BlackLivesMatter
7540,JuliBunting,"@nottherealdavey So far, I'm testing negative for COVID."
7541,current_jj,#BLM #BlackLivesMatter #Scam https://t.co/aecxRgM6my
7542,JuliBunting,"@rdengstrom I was not trying to compare the two and I am well aware COVID kills and colds don't. I was simply wondering, as someone who is home most of the time, and no small children at home, how I could have caught a cold."
7543,iamahmen,"Anyone who debases others ultimately hurts himself, as well. 

 #racism #race #equalrights #equality #racisminamerica #whiteprivilege #blm #blacklivesmatter  #nojusticenopeace #blackhistorymonth #black #blacklove #blackandproud #blackisbeautiful #blackgirlmagic #exploremore https://t.co/bNHlGDIC3C"
7544,Real100make100,Why Lie it's Time 2 Tell Tha Truth!!!!!    #Rockybelzoent #reelsvideo #hunetmakehundun #trendingreels #reelsviral #fypシ #trendingaudio #fyp #music #love #hiphop #BlackLivesMatter https://t.co/n8dziSGlKQ
7545,StAndrewOlathe,We’re celebrating our long relationship with Suzanne and the Migrant Farmworker Assistance Fund (MFAF). MFAF serves and empowers Missouri's migrant and seasonal farmworkers. Join us on Sunday! #migrants #refugeeswelcome #blacklivesmatter #socialjustice https://t.co/OHhGvUXTDA
7546,BlmBoston,#organizing #activism #organizingwork #socialjustice #wethepeople #abolition #blackbostonians #wethenorth #blackliberation #blm #blacklivesmatter #blmboston
7547,RoninEternales,"Excuuuuse me but…..

FukDatSoopidB1tch for giving #BlackLivesMatter money in the first place 

 #SCAM https://t.co/X0BL3sZqWV"
7548,ericcoliu,"Revision;

my friend
strips down to his underwear ...
in dim streetlight
this drug search lays bare
his scarred black body

https://t.co/V8jt8YdETn #tanka #poetry #micropoetry #poem #USA #Politics #USAPolitics #Racism #BlackLivesMatter #PoliceViolence #PoliceBrutality"
7549,Sam52160989,Ryan Matthew Smith   #SayTheirNames #BlackLivesMatter
7550,iceimusprime,Rash actions might get you into hot water today. All eyes may ... More for Gemini https://t.co/ERq0tlJDxr
7551,RealCryptoQue,"People who call #BlackLivesMatter a scam donate money to huge corporations like ""Goodwill""

Goodwill exploits disabled people for labor under the guise of providing work programs.

Goodwill is an AWFUL place to work b/c they treat their regular employees like trash

💯DONATION!"
7552,TheLivesThatMtr,"Say their name. Dominique Silva, 2016-03-24 #BlackLivesMatter."
7553,JuliBunting,"@PFleeceman @CliffBuck1307 If that happens, families with girls 10-16 years old will need to go into hiding."
7554,TheLightJoker11,"@VanguardTNT If yall really want to know what #BlackLivesMatter is its a front so to cover for the politicians who are supposed to pass policy, while also allowing them to fundraise and for corporations to profit.
#TheMovement 

Your own help sell you out"
7555,OldMainBell,ding. ding^ ding ding! Ding. ding... ding ding ding? #PennState #BlackLivesMatter #JusticeForAll
7556,JuliBunting,@SenatorDurbin @MSNBC @Morning_Joe Our future relationship with SA should be non-existent. Stop selling arms to the killers and find out who sold them nuclear secrets for $2B!!!
7557,DMTSessions,"Swipe, swipe, scroll… 👆🏻 #WhiteLivesMatters #BlackLivesMatter #ye https://t.co/LAPLtIyjes"
7558,TheLightJoker11,"@VanguardTNT There are people who did NOT get millions of dollars, access to major press outlets, given money...

who did worlds more than #BlackLivesMatter, all of you as a collective. How is that possible??

Because we know what your intent was the whole time. To steal and grift, sell out"
7559,FreePrego,"Please join us in this noble cause in correcting this Injustice for an innocent life is at stake. 
Sign the petition today:
https://t.co/nriIAX9xDQ

#justice #love #freedom #peace #equality #law #truth #legal #liberty #humanrights #lawyer #blacklivesmatter #politics #art #change https://t.co/KxMI5PTOxj"
7560,MicLanny,"@michaelgarriso7 @davidhelman_ Oh I get it, I just think it’s super lame"
7561,SouthWestIFT,"Thank you 🙏to Marlon Moncrieffe for his 'Approaches to Decolonising #Curriculum Knowledge' keynote, sharing his academic research.
Consider the History curriculum as a time-warp. 
A critical consciousness. 
How to create narratives for teachers.
#BlackLivesMatter @DrMoncrieffe https://t.co/q76Sx0LBfi"
7562,AmeraucanaLover,"How many people believe that AG Garland. , the DOJ , the FBI or some of branch of the government will go after Kanye West @kanyewest now that he’s went on @TuckerCarlson Tucker Carlsons show?

I DO! 

#BlackTwitter #BlackLivesMatter only as long as you follow THEIR narrative"
7563,JonitoMartinsJr,@FabAcademic bullies must be dealt with decisively -  it shows that he/she is a coward!
7564,HarryB808080,@nypost Well why would she ever donate in the first place. It’s been a scam for years. Remember the whole hands up don’t shoot well that was a hoax #BlackLivesMatter #BLM oh and all the damage and burning and looting and shooting they have done in cities🥴
7565,NotTwizzyy,Immigration: let all the migrants get trafficked for drug and sex. More looting in our states help these poor people. Americans are so dumb just let thieves get what is due. #freedom #America #Flordia #WhiteLivesMatters #BlackLivesMatter #AllLivesMatter
7566,JuliBunting,@HoHarbor @ClaudetteGGibs1 Welcome back to the merry-go-round.
7567,Barbs_B1,#BlackLivesMatter https://t.co/lUoMA8vGoF
7568,TheLightJoker11,"@VanguardTNT How can you even talk about what you did to help, when you can't even rebuild what you tore down, nor understand it. Since you think #BlackLivesMatter was even remotely comparable. Never should have been speaking for #TheMovement"
